Id,Def,IDword,,,
6627,"Роптание, сетование",4551,,,
6628,"Роптать, сетовать",4552,,,
6629,"Стоять, находиться на одном месте",4554,,,
6630,"То же, что торчь",4555,,,
6631,"Небольшая доска, дощечка",4556,,,
6632,Острым концом,4557,,,
6633,/i>и ж. 1.,4558,,,
6634,2. Древко копья,4558,,,
6635,Выдергивать,4559,,,
6636,Относящийся к загробному миру,4560,,,
6637,Поспешность,4561,,,
6638,"1. Стеснение, притеснение",4562,,,
6639,"2. Горе, печаль; уныние. (1231)",4562,,,
6640,"3. Болезнь, связанная с чувством внутренней сдавленности, сжатия (типа стенокардии)",4562,,,
6641,4. Тошнота, отвращение,4562,,
6642,(?),4563,,,
6643,"Грустно, скучно",4564,,,
6644,"Скучный, ничем не оживляемый (о внешнем виде)",4565,,,
6645,"Печаль, сетование. (Заголовок)",4566,,,
6646,"1. Грустить, тосковать",4567,,,
6647,2. Недомогать,4567,,,
6648,Недомогание,4568,,,
6649,(?),4569,,,
6650,1. Стараться,4570,,,
6651,"2. То же, что тщати (в знач. 2; ",4570,,,
6652,3. Перевод нем. выражения ,4570,,,
6653,1. Стараться (что-л. сделать),4571,,,
6654,"2. Торопиться, спешить",4571,,,
6655,3. На что-л. Стремиться (к чему-л.),4571,,,
6656,ест. указат. 1.,4572,,,
6657,"2. Употребляется в функции субъекта или объекта для указания на ранее упомянутый или известный предмет или событие: тот, этот, он",4572,,,
6658,"3. Употребляется для указания на один, более удаленный, предмет пары: тот",4572,,,
6659,"4. Тв.п. ед.ч. Тѣмь, в знач. нареч. Употребляется в предложениях, содержащих вывод, заключение из ранее сказанного: по этой причине, поэтому",4572,,,
6660,"5. Тв.п. ед.ч. Тѣмь, в знач. нареч. Употребляется при образовании соотносительных конструкций",4572,,,
6661,6. В знач. частицы. Тѣмь. Так что,4572,,,
6662,ест. 1.,4573,,,
6663,"2. Употребляется в функции субъекта или объекта для указания на предмет, тождественный упомянутому ранее или заведомо известному: тот же, он же",4573,,,
6664,ест,4574,,,
6665,Употребляется при выражении следствия из ранее сказанного: тогда,4576,,,
6666,"1. Вот, итак",4577,,,
6667,2. Это,4577,,,
6668,"Сейчас же, сразу, без промедления",4579,,,
6669,"Соль, названная по месту нахождения соляных варниц на реке Тотьме",4581,,,
6670,1. Ткань. ,4583,,,
6671,2. Действие по глаг. ткати,4583,,,
6672,"То же, что ткачь",4584,,,
6673,"То же, что токовище",4586,,,
6674,"1. Истечение, излияние; тж. образно",4587,,,
6675,2. Источник, зд. образно,4587,,
6676,"3. Движение, перемещение. ",4587,,,
6677,Толкание,4588,,,
6678,"1. Затачивание, заточка",4589,,,
6679,"2. Вытачивание, изготовление каких-л. изделий на токарном станке. ",4589,,,
6680,Шитье,4590,,,
6681,Смола. ,4591,,,
6682,"Равенство (в положении, почете)",4592,,,
6683,"Изготовленный точением, выточенный. ",4593,,,
6684,"Тот, кто управляет повозкой; возничий",4595,,,
6685,"Сделанный из точива (льняной, конопляной ткани)",4596,,,
6686,Ткань (льняная или конопляная, крестьянский холст),4597,,
6687,◊ Хитрость точива – умение ткать,4597,,,
6688,"То же, что точило&sup&2&sup& (в знач. 1)",4598,,,
6689,Уменьш. к точило&sup&2&sup& (в знач. 3),4599,,,
6690,"Точильный камень, оселок для затачивания инструмента, оружия. ",4600,,,
6691,"1. Давильня, емкость для выжимания виноградного сока или растительного масла; тж. образно",4601,,,
6692,2. Органы выделения (?),4601,,,
6693,"3. Место молотьбы, гумно",4601,,,
6694,4. Урожай винограда,4601,,,
6695,"Относящийся к прессу, давильне для выжимания виноградного сока или масла",4602,,,
6696,"Тот, кто занимается затачиванием инструмента и оружия или вытачиванием изделий на точильном станке",4603,,,
6697,"То же, что точило&sup&2&sup& (в знач. 1)",4604,,,
6698,"Относящийся к затачиванию инструмента, оружия или вытачиванию изделий. ",4605,,,
6699,"То же, что точильникъ&sup&1&sup&",4606,,,
6700,"1. Источать, изливать; тж. образно",4607,,,
6701,"2. Лить, наливать",4607,,,
6702,3. Заставлять течь,4607,,,
6703,"4. Сучить, свивать (нить)",4607,,,
6704,5. Приносить (плоды). (1248),4607,,,
6705,6. Тратить,4607,,,
6706,1. Гнать,4608,,,
6707,"2. Всовывать, втыкать",4608,,,
6708,3. Ездить,4608,,,
6709,"1. Делать острым, заострять инструмент, оружие, обтирая лезвие о точильный камень; тж. образно. ",4609,,,
6710,2. Вытачивать (что-л.),4609,,,
6711,Проедать,4610,,,
6712,"Источаться, изливаться, исходить; тж. перен",4611,,,
6713,"Двигаться, перемещаться",4612,,,
6714,"То же, что точило&sup&2&sup& (в знач. 3)",4613,,,
6715,"1. Только, лишь; исключительно, единственно",4614,,,
6716,2. Разве что,4614,,,
6717,3. В сост. риторического вопроса. Почто... точию – почему,4614,,,
6718,Употребляется при образовании предложений с противительным значением: но (только),4615,,,
6719,"Аще (бо) точию – если только, всего лишь если",4616,,,
6720,1. Графический значок. ,4617,,,
6721,2. Пунктуационный знак. Б(о),4617,,,
6722,3. Часть целого, раздел,4617,,
6723,4. Мгновение, самый малый промежуток времени,4617,,
